"Topic_No","Topic_Name","% of Corpus","SRPV_Share","sumSRPV","Date","Market","Matched_50_Top_10","Matched_60_Top_3","Matched_60_Top_5","Top_20_Words"
0,"['woman', 'men', 'shoe']",2.1,2.3,394837,2018-11-15,"en-GB",0.203838461,0.315979403,0.176671348,"woman | men | shoe | dress | clothing | shop | boot | style | jacket | range | fashion | size | online | coat | debenhams | collection | discover | bag | shirt | wide"
40,"['football', 'sport', 'league']",1.6,1.7,273562,2018-11-16,"en-GB",0.149587208,0.324814819,0.268551408,"football | league | sport | club | team | fixture | result | rugby | live | premier | score | match | cup | player | sky | golf | season | england | soccer | cricket"
41,"['dog', 'pet', 'puppy']",1,0.7,112745,2018-11-16,"en-GB",0.071469741,0.351152738,0.221531494,"dog | pet | puppy | cat | animal | breed | rescue | rehome | rehoming | kennel | sell | petshomes | vet | owner | terrier | training | grooming | breeder | toy | forever"
42,"['google', 'map', 'chrome']",0.7,1.9,300155,2018-11-16,"en-GB",0.122454241,0.34459053,0.220990519,"google | map | chrome | search | web | webpage | gmail | image | browser | android | exactly | help | feature | special | world | view | apps | looking | app | youtube"
43,"['sale', 'used', 'new']",1.6,1.3,205160,2018-11-16,"en-GB",0.084851233,0.502204419,0.350376641,"sale | used | dealer | gumtree | classified | vehicle | ford | van | bmw | sell | hand | motor | second | site | search | audi | auto | model | range | trader"
44,"['time', 'table', 'zone']",0.9,0.8,122300,2018-11-16,"en-GB",0.069861883,0.172256064,0.083651293,"time | table | zone | opening | hour | clock | cinema | current | sunrise | sunset | minute | dst | date | gmt | film | sunday | daylight | long | difference | moonrise"
45,"['food', 'recipe', 'cake']",2.2,1.5,241106,2018-11-16,"en-GB",0.071386976,0.189869206,0.119388085,"food | recipe | cake | chicken | make | chocolate | delicious | healthy | dish | easy | good | meal | diet | drink | eat | cook | add | ingredient | sauce | cooking"
46,"['tax', 'income', 'pay']",0.9,0.7,112978,2018-11-16,"en-GB",0.103952393,0.393130755,0.202211653,"tax | pay | income | hmrc | pension | allowance | rate | vehicle | benefit | payment | credit | calculator | vat | salary | claim | employee | employer | april | personal | band"
47,"['bank', 'banking', 'account']",0.8,1.9,299279,2018-11-16,"en-GB",0.123973747,0.466518127,0.293138941,"bank | banking | account | lloyd | financial | loan | barclays | mortgage | plc | money | branch | scotland | online | credit | personal | hsbc | internet | saving | payment | natwest"
48,"['profile', 'linkedin', 'professional']",1.1,0.7,111919,2018-11-16,"en-GB",0.616426141,0.784764054,0.661413311,"profile | linkedin | professional | view | community | listed | complete | named | largest | job | connection | world | discover | similar | exchange | idea | join | leverage | company | network"
49,"['holiday', 'cottage', 'book']",1,1.4,218804,2018-11-16,"en-GB",0.010731081,0.283420687,0.047834103,"holiday | cottage | travel | calendar | date | beach | break | cruise | term | destination | inclusive | family | package | resort | accommodation | coach | island | tui | discover | tour"
50,"['insurance', 'policy', 'cover']",0.7,0.7,102431,2018-11-16,"en-GB",0.088181076,0.38218851,0.227886737,"insurance | cover | policy | quote | travel | claim | compare | national | insurer | broker | financial | life | pension | home | pet | driver | vehicle | need | cost | money"
51,"['business', 'management', 'marketing']",1.2,0.9,142124,2018-11-16,"en-GB",0.013413301,0.236142437,0.080753195,"business | management | solution | small | market | marketing | customer | directory | industry | energy | help | project | finance | employee | product | software | strategy | manager | client | enterprise"
52,"['inch', 'convert', 'foot']",0.8,0.6,88544,2018-11-16,"en-GB",0.107726258,0.156097808,0.125380479,"inch | foot | centimeter | conversion | convert | meter | size | length | millimeter | smart | calculator | equal | samsung | square | height | unit | metre | converter | metric | formula"
53,"['cell', 'blood', 'cause']",3.9,2.5,389366,2018-11-16,"en-GB",0.034117961,0.111440034,0.090456206,"blood | cause | pain | body | symptom | cell | disease | water | treatment | heart | cancer | pressure | skin | type | condition | muscle | common | effect | infection | patient"
54,"['word', 'letter', 'document']",1.1,1.2,185430,2018-11-16,"en-GB",0.021942796,0.238926769,0.109979633,"word | letter | microsoft | office | document | list | scrabble | text | template | phrase | page | spelling | use | powerpoint | excel | writing | english | sentence | pdf | sound"
55,"['day', 'week', 'argo']",1.1,1.1,178915,2018-11-16,"en-GB",0.239032479,0.406041599,0.263743196,"day | week | argo | fast | delivery | set | collection | date | hour | store | month | calendar | november | open | work | nursery | working | sunday | minute | monday"
56,"['cooky', 'use', 'website']",1.1,1.2,182852,2018-11-16,"en-GB",0.21038132,0.576919423,0.503125416,"cooky | use | website | site | experience | cookie | policy | web | browser | allow | information | continuing | page | wont | using | agree | description | content | improve | help"
57,"['test', 'math', 'question']",2,1.5,243418,2018-11-16,"en-GB",0.026615466,0.099729058,0.057946952,"test | math | question | paper | gcse | level | learning | resource | skill | training | course | teacher | exam | quiz | teaching | practice | language | key | student | answer"
58,"['health', 'mental', 'safety']",1.3,0.9,141332,2018-11-16,"en-GB",0.079975341,0.365550009,0.168475973,"health | mental | safety | social | work | act | wellbeing | care | people | public | risk | support | assessment | national | problem | community | regulation | healthcare | information | training"
59,"['bbc', 'radio', 'live']",0.9,1.7,271628,2018-11-16,"en-GB",0.063272139,0.371065697,0.205172613,"bbc | radio | live | station | listen | iplayer | programme | channel | need | fundraising | presenter | broadcast | audio | pudsey | sport | television | internet | series | broadcasting | music"
60,"['iphone', 'apple', 'ipad']",0.6,0.6,94555,2018-11-16,"en-GB",0.122998375,0.57182641,0.24961045,"iphone | apple | ipad | ipod | itunes | case | mac | app | device | icloud | screen | touch | watch | max | apps | battery | android | model | iphones | display"
61,"['book', 'amazon', 'kindle']",1.3,2,310095,2018-11-16,"en-GB",0.212099601,0.303036281,0.250367965,"book | amazon | kindle | isbn | everyday | low | library | author | read | eligible | story | reading | fiction | prime | price | store | cinema | novel | order | film"
62,"['light', 'led', 'lighting']",1.2,0.8,128157,2018-11-16,"en-GB",0.064246238,0.27888785,0.163574526,"light | led | lighting | bulb | lamp | energy | switch | wall | ceiling | white | outdoor | garden | battery | color | solar | room | colour | blue | power | home"
63,"['john', 'lewis', 'advert']",0.9,1,158313,2018-11-16,"en-GB",0.155148722,0.271399277,0.184343488,"john | lewis | elton | partner | advert | order | delivery | sir | shop | born | church | piano | partnership | waitrose | electricals | tour | range | actor | liverpool | street"
64,"['park', 'parking', 'street']",0.9,1.4,216082,2018-11-16,"en-GB",0.131367234,0.328297844,0.191443312,"park | parking | street | pay | airport | charge | garage | display | meter | station | space | hour | private | road | map | postcode | centre | ride | caravan | located"
65,"['new', 'york', 'city']",1.3,1,163899,2018-11-16,"en-GB",0.005129729,0.19979356,0.078431679,"new | york | city | zealand | brand | look | series | season | release | home | episode | open | build | feature | create | just | building | change | design | album"
66,"['gift', 'perfect', 'birthday']",0.8,0.7,111310,2018-11-16,"en-GB",0.062069495,0.4037846,0.190100632,"gift | perfect | idea | birthday | personalised | present | item | box | baby | toy | unique | selection | shipping | chocolate | girl | voucher | wedding | occasion | set | hamper"
67,"['phone', 'mobile', 'samsung']",0.9,0.9,143612,2018-11-16,"en-GB",0.069174223,0.483268789,0.203626835,"phone | mobile | samsung | galaxy | sim | broadband | android | tablet | app | pay | contract | device | deal | sky | network | compare | smartphone | virgin | smartphones | huawei"
68,"['computer', 'software', 'driver']",1.6,1.2,191074,2018-11-16,"en-GB",0.029834584,0.190172137,0.102697186,"computer | software | driver | printer | device | laptop | network | drive | usb | wireless | desktop | screen | user | control | support | internet | program | cable | tablet | camera"
69,"['account', 'password', 'login']",1.1,1.9,304113,2018-11-16,"en-GB",0.21796955,0.504274259,0.321417217,"account | password | login | sign | log | username | access | user | enter | click | forgot | forgotten | reset | register | online | manage | create | portal | change | page"
70,"['data', 'excel', 'cell']",1.3,0.8,131385,2018-11-16,"en-GB",0.055957571,0.153445099,0.111465684,"data | excel | cell | value | table | column | function | click | protection | chart | change | information | formula | row | text | date | act | sheet | select | gdpr"
71,"['centre', 'hospital', 'medical']",1.4,0.9,138621,2018-11-16,"en-GB",0.228748111,0.229965303,0.179193016,"centre | hospital | medical | surgery | practice | doctor | patient | information | hour | servicetreatment | appointment | dental | official | trust | opening | healthcare | royal | road | contact | garden"
72,"['year', 'old', 'new']",1.3,1,158272,2018-11-16,"en-GB",0.011195522,0.258681143,0.098791253,"year | old | calendar | month | age | event | ago | early | date | girl | boy | week | born | experience | stage | november | award | baby | end | december"
73,"['shoe', 'boot', 'men']",0.8,0.7,105291,2018-11-16,"en-GB",0.070307252,0.405746983,0.19825849,"shoe | boot | men | bag | nike | trainer | size | adidas | leather | heel | footwear | shop | ankle | woman | air | style | kid | sandal | wide | selection"
74,"['definition', 'synonym', 'thesaurus']",2.1,1.8,287524,2018-11-16,"en-GB",0.398385201,0.469817242,0.457613944,"definition | synonym | thesaurus | english | translation | dictionary | antonym | alternative | thesauruscom | descriptive | online | meaning | pronunciation | language | example | collins | french | phrase | mean | acronym"
0,"['best', 'price', 'list']",1.1,0.9,89082,2018-11-17,"en-GB",0.0192722565798936,0.239925212138645,0.063771034086006,"best | price | list | place | site | cooky | guide | compare | review | website | right | looking | deal | offer | internet | use | experience | market | way | money"
1,"['porn', 'video', 'sex']",3.1,3.1,319172,2018-11-17,"en-GB",0.721018278112813,0.937604088008027,0.858212737786145,"porn | video | sex | xxx | tube | quality | pornhubcom | clip | watch | relevant | growing | high | collection | discover | movie | pornhub | scene | gay | xhamster | selection"
2,"['ebay', 'shop', 'great']",3,2.6,264958,2018-11-17,"en-GB",0.92370258166491,0.952735335440815,0.9482569371268,"ebay | deal | shop | great | confidence | selection | toy | item | shipping | bag | kit | vintage | feed | set | model | lego | accessory | bike | doll | glass"
3,"['game', 'play', 'online']",2.4,3.2,326510,2018-11-17,"en-GB",0.0572436645604432,0.562871439878724,0.366710937604808,"game | play | online | fun | player | xbox | puzzle | roblox | console | multiplayer | nintendo | gaming | kid | math | playing | playstation | board | adventure | flash | version"
4,"['window', 'microsoft', 'update']",1.4,2.1,219009,2018-11-17,"en-GB",0.0694428710605614,0.335342229875161,0.203004282121576,"window | microsoft | update | app | version | install | setting | click | bit | apps | program | screen | start | computer | desktop | open | fix | medium | key | user"
5,"['property', 'sale', 'agent']",2,1.4,144797,2018-11-17,"en-GB",0.515678406895527,0.740724228463863,0.608857185317283,"property | house | sale | agent | estate | flat | rightmove | rent | portal | bedroom | search | datadriven | road | price | developer | sold | primelocation | buy | leading | largest"
6,"['sky', 'sport', 'channel']",0.7,1.2,123919,2018-11-17,"en-GB",0.107381959126145,0.30338266384778,0.211240310077519,"sky | sport | channel | live | broadband | horse | box | racing | watch | virgin | package | race | guide | bet | freeview | listing | app | stream | itv | streaming"
